0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.45668828,0.9371757,0.9371757,0.9594894,0.9371757,0.8215886,0.6220872,0.6368988,0.6220872,0.6220872,0.6368988,0.6220872,0.6368988,0.6220872,0.6392486,0.6612607,0.694702,0.73335445,0.73789734,0.78225267,0.8013594,0.8591701,0.8770151,0.91244495,0.96920407,0.9808838,1.0423185,1.0675973,1.1451426,1.1694254,1.2174897,1.2929465
0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.5022727,0.9594894,0.9594894,0.98233443,0.9594894,1.0570084,1.1157898,1.1574794,1.1462307,1.1682674,1.2198725,1.2147393,1.2718347,1.2890174,1.3673881,1.3475393,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235
0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.51773936,0.9371757,0.9371757,0.9594894,0.9371757,1.2411277,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393
0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.5575778,0.9594894,0.9594894,0.98233443,0.9594894,1.3617471,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235
0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.5695707,0.9371757,0.9371757,0.9594894,0.9371757,1.30387,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393
0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.59650004,0.9594894,0.9594894,0.98233443,0.9594894,1.3070155,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235
0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.5971893,0.9371757,0.9371757,0.9594894,0.9371757,1.2493696,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393
0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.61578006,0.9371757,0.9371757,0.9594894,0.9371757,1.2243507,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393
0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.2899715,0.29687557,0.2899715,0.29687557,0.2899715,0.6497121,0.9594894,0.9594894,0.98233443,0.9594894,1.2566338,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3796235,1.3475393,1.3475393,1.3796235
0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.28322795,0.2899715,0.28322795,0.2899715,0.28322795,0.653425,0.9371757,0.9371757,0.9594894,0.9371757,1.2352849,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3475393,1.3162012,1.3162012,1.3475393
