183.62274,193.34863,146.18915,150.5008,199.78018,209.9146,123.57955,21.937927,0.3188967,23.516653,72.97459,0.0,30.566149,200.86522,140.41675,0.0,0.0,0.0,0.0,79.6609,250.76646,249.19083,305.99924,228.66278,220.589,1.5579629,0.0,0.0,0.0,0.0
194.96404,135.42108,156.65952,131.75485,166.83557,206.88269,207.42242,120.81253,0.0,5.428166,17.574747,0.0,111.101845,226.03084,124.94109,0.0,0.0,0.0,0.0,18.81621,1006.8599,52.029587,180.18143,215.40292,79.949,12.05794,9.5343,5.309262,1.2319074,0.0
160.22,162.70233,73.17343,48.31138,117.348236,262.76392,216.5895,56.913536,33.621056,1.3796512,15.737878,0.83112705,62.16846,159.46416,126.148705,0.0,0.0,0.0,0.0,7.1947603,156.39886,244.14743,269.5323,240.72992,0.48482984,1.083352,5.212954,9.489589,12.119316,4.1793084
101.08263,66.81332,23.406464,37.19857,108.496346,193.22379,13.875935,0.0,0.0,25.588404,48.944023,70.07916,121.6336,119.475174,34.538177,0.1325468,0.0,0.0,0.0,4.2889538E-4,22.631401,106.39595,111.34437,107.69615,0.16618569,0.0,0.0,0.0,1.5194438,0.87629926
55.57656,92.38879,60.772114,69.12531,22.254549,115.8371,0.5445207,1.7505835,0.72906065,266.41595,102.65935,24.752466,52.569283,71.48664,32.688404,19.723166,0.95646065,0.0,0.0,0.0,36.420605,200.40948,36.264874,0.0,0.7983933,0.0,0.0,0.0,0.0,0.0
253.78311,145.51646,32.48134,99.59757,145.20764,182.47519,15.899911,20.922037,237.97589,366.80893,269.9112,90.24545,64.936676,322.11664,14.751095,93.49018,77.125595,3.1180048,0.0,0.0,208.97336,221.73422,11.606324,0.0,53.610275,212.24695,106.18182,0.0,0.0,0.0
199.83978,16.7076,10.207869,46.78473,363.57074,288.51398,46.658653,24.59897,395.18942,503.76407,493.10858,511.09564,356.23993,427.8226,143.41187,147.14912,77.168915,70.67433,72.556175,0.0,0.09333606,0.04399217,0.0,0.0,0.015377397,30.46517,119.68201,0.0,0.24371932,0.0
16.20249,2.3915386,14.3649235,135.03273,147.71056,237.9791,378.44742,363.3477,451.15463,532.0231,584.9198,408.986,77.13636,443.5819,306.53275,273.21198,281.39374,253.561,313.21127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.435173,33.76269,19.848103
0.009989481,1.9151092,6.0201344,429.79178,95.93903,259.03625,452.19342,399.12704,465.80585,320.83267,431.9707,466.4422,281.0416,303.8246,373.9545,402.03946,320.51852,353.12036,80.38089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9786,140.26167,46.186638
64.57996,135.66434,49.50526,868.3091,245.22278,763.134,632.2347,588.2396,498.9866,523.76666,412.03284,446.43155,454.7176,598.2138,450.91684,509.59497,435.06824,338.8162,81.83865,4.8989177,285.31656,86.27089,0.0,11.413552,5.9637413,0.0,0.0,8.80775,47.910255,16.881329
269.20013,277.00403,442.30756,7.0975857,59.639633,1.3708915,127.36001,356.52856,419.75552,376.71027,588.8958,394.81573,353.13763,420.96252,346.79736,334.3142,347.1991,533.5639,162.65408,152.22784,1231.6163,420.58286,18.48989,157.78293,211.71957,9.65861,0.0,65.38687,12.4754715,0.0
167.77805,131.69885,776.89575,459.72214,0.0,0.0,0.0,130.78088,275.2051,492.81866,470.67862,295.9506,399.2436,367.25574,473.92703,550.2043,245.74576,273.58307,306.4796,405.3182,11.006439,19.515295,301.84415,155.14891,224.86159,3.348527,0.0,73.57166,60.758152,109.28536
307.7248,243.24449,521.06976,586.82324,539.71216,636.20935,389.75232,270.60556,783.9012,698.0424,339.7852,322.15826,428.83398,579.4554,362.5078,380.35678,197.24072,263.76358,375.6273,250.14125,78.53589,82.599236,841.58203,346.4869,109.96612,2.4153717,0.0,14.564957,0.05163923,198.59804
815.1691,66.334114,0.0,94.70039,821.4739,727.0469,804.9719,609.5271,42.886425,237.62985,618.54016,662.76917,379.28104,324.91357,145.88092,158.80272,213.45235,49.44512,247.85457,328.14026,1042.6261,760.86725,480.95856,245.87285,117.21578,32.833977,0.0,0.0,106.30293,179.37114
86.30614,0.11583376,0.082096495,0.08952627,250.55751,1120.0491,1108.577,755.83575,132.98822,168.53082,16.251034,33.30079,77.40496,55.601715,8.069093,48.949837,4.857524,0.0,100.39127,173.68121,300.35684,3.5553207,1137.7026,642.72046,119.33185,9.94718,0.09556388,0.0024078214,25.655365,16.19155
70.50265,277.52002,249.71182,127.654724,0.0018335102,232.56514,713.5982,819.5116,474.97342,73.23996,84.53936,42.472923,222.67746,121.07134,15.580651,34.60981,1.5826938,16.87327,12.243654,0.0,0.0,0.0,10.311503,144.35114,42.39187,18.73671,342.65985,207.18521,18.07074,1.9490421
368.1325,611.3157,649.7236,708.0362,70.3732,0.0,214.27393,808.641,562.4073,97.32941,451.49338,415.53455,179.4771,255.30862,300.1027,134.05565,159.67462,222.73093,128.33072,0.0,0.0,0.0,22.777227,6.911134,249.42595,101.94022,229.9347,70.10331,0.2158908,205.34544
548.1529,561.27264,433.20868,278.41782,262.89288,133.98996,104.8467,336.94043,171.95369,223.80864,297.3494,459.73294,324.7644,324.47766,348.39413,420.89923,539.1171,449.73575,341.93127,100.588394,233.95308,291.2578,407.87866,259.22638,352.2755,222.04778,0.0,0.0,15.457344,104.96244
337.18134,484.45496,3.1345673,11.244023,84.41842,252.92133,163.4086,259.89682,408.29053,550.5279,484.42822,444.024,445.10297,469.41272,534.85077,397.2199,329.62207,238.8031,139.94429,305.44342,371.751,379.45688,600.43964,796.11664,598.27423,224.3037,40.160587,13.260578,9.326766,527.8137
19.511164,18.127832,38.53396,39.686653,19.980274,343.1179,642.6024,277.9645,855.7627,509.23926,298.6004,148.92645,112.67496,58.132668,2.056032,0.0,0.0,0.0,0.0,78.74663,457.43997,686.8748,1001.4905,923.0515,349.6899,101.25432,70.541336,18.14822,146.41406,750.84875
538.8377,249.65665,62.147522,248.85417,255.92079,501.95908,693.8397,41.840187,37.829193,0.71442306,0.0,0.0175239,2.2317867,0.6700901,0.0,0.0,0.0,0.0,0.0,0.0,102.59001,400.19247,338.57162,43.787037,207.10309,726.2232,79.99551,21.86317,131.98376,404.5481
720.41473,287.81097,16.78443,401.06293,695.17914,305.2043,0.0,0.096713945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119641475,1.7122371,0.09743458,396.81998,639.08044,198.97119,13.270996,50.041435,152.27701
271.1663,1622.5587,391.2103,546.69366,26.64063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.95215,628.99805,485.45795,219.52727,1.1925898,38.888756,15.751328
211.4057,60.129375,167.44386,0.40719768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38154054,2.1382818,0.5236726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.537815,243.60635,220.32161,426.15012,0.0,13.937122,3.909092
0.0,0.0,0.0,0.0,0.0,5.566465,69.93061,169.58484,221.13724,30.555473,23.196955,27.544062,17.735083,325.25583,284.34848,322.15054,4.6927195,27.454409,88.49371,66.67745,20.289434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.302084
0.0,0.0,0.0,417.72263,610.6779,527.0268,348.14178,212.77301,133.14516,202.05823,71.74265,47.580185,47.580185,16.556198,0.0,54.93527,22.605412,121.80163,74.49801,68.6824,193.08626,65.949165,22.127384,0.0,0.0,0.0,0.0,0.0,0.009597554,81.960815
3.1350617,51.024147,55.22197,202.89479,177.86526,35.70939,30.980474,24.313896,16.068752,8.435003,44.885353,47.580185,47.580185,36.136925,0.3588157,1.3117218,361.59088,235.3338,10.83999,1.2390653,11.464655,65.423485,48.111523,168.3151,338.8388,8.963813,0.0,0.0,23.738173,257.81412
0.54665625,60.751442,234.9867,13.81073,101.08204,357.58875,320.10413,79.01148,61.6753,24.769848,0.3856787,2.8111875,5.3840113,9.854579,7.5880127,0.0,234.32109,397.0266,48.077923,60.435764,83.08578,58.136036,49.301727,316.33554,412.8944,4.2063046,0.0,0.0,105.95366,210.5384
130.76123,127.76556,268.42117,180.16756,28.824844,429.28683,408.60434,181.59854,115.55091,38.53833,10.166123,153.44324,12.217299,0.20343661,1.4157041,6.1234593,19.735416,49.864166,175.6848,283.418,88.073265,188.6241,152.3556,202.18977,32.405926,0.89769596,0.0,0.0,37.41467,64.0538
231.50716,243.14763,192.26505,299.68655,274.72284,58.691555,240.73431,84.13451,93.21604,88.06951,259.13162,405.348,268.19016,31.814486,0.0,36.278515,6.828869,196.25583,351.58438,248.54295,153.16205,106.79595,139.69836,2.3295913,0.6142878,0.0,0.0,0.0,150.06314,246.01898
