38.238434,43.73998,58.65846,64.41508,77.633835,108.66128,101.89885,68.39764,58.70937,35.85054,8.559948,29.89433,92.01982,96.375984,80.69432,76.45158,133.5602,39.539062,71.3421,105.79624,74.009544,80.042244,87.13879,96.35487,27.474312,0.0,12.572731,160.96375,106.309364,88.17841,75.168106,71.32522,71.443665,68.62178,72.581955,95.994446,80.82276,73.09427,14.546304,5.0796695,8.376614E-5,0.14326933,6.9267125,46.21657,21.634613,0.0,0.42249325,60.075794,100.613914,100.613914,19.806355,0.0,0.0,0.0,0.0,0.0,0.0,23.315115,80.632195,83.34565
57.548027,33.289196,43.20374,53.455173,67.61284,73.27074,82.13234,51.008377,52.173157,61.087418,51.79118,7.616176,20.474829,50.37993,67.85085,74.99307,162.76324,134.61026,29.309935,56.81278,70.0604,70.534966,75.68685,80.67765,9.2141285,0.3812171,25.491184,83.63026,91.12998,84.395035,60.75702,75.468834,63.509438,65.9629,51.701927,92.677414,88.44546,84.88605,85.45606,76.61306,0.51090723,0.0,2.0426986,7.7465467,4.019735,0.0,20.461437,96.36487,100.613914,100.613914,12.185753,0.0,0.0,0.0,0.0,0.0,0.0,5.380933,324.3657,234.94875
38.052147,39.453003,31.695757,53.208508,61.490574,66.382355,46.733894,53.42301,51.204205,57.738667,75.8187,71.6851,17.575432,9.658702,10.046384,56.588436,114.300705,118.82636,46.31547,100.11458,70.35261,69.93031,55.319485,46.33355,49.141212,43.51209,41.48636,68.36371,83.15482,62.081146,51.52036,87.5193,32.71721,29.925087,30.441265,89.10416,98.88893,119.2724,114.6232,41.181572,0.0,16.634777,0.0144535,2.2529678,0.1486276,0.0,0.0,15.721913,81.75593,100.613914,8.003131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.3245,227.40265
40.202335,36.8044,40.910557,95.15296,71.76772,67.95508,70.93364,79.043175,66.879974,92.36625,118.47353,90.6694,88.44204,63.434616,20.534166,57.46543,58.148373,52.293037,25.265884,241.6772,202.79385,58.321144,42.900223,59.543297,63.46686,55.798855,44.1837,34.686127,63.51604,64.69991,79.56467,48.587166,10.249008,16.890411,30.816822,75.40393,120.20667,111.38784,51.924847,29.00994,0.25980058,18.105423,0.0,0.0,24.883846,1.0971586,10.602647,75.639404,74.72338,100.613914,14.439674,0.0,0.0,0.0,0.0,0.0,0.0,0.13841073,17.898325,47.31786
40.43137,32.791245,54.28186,103.30274,74.72899,90.56304,87.88935,82.945305,82.987175,78.77482,101.447914,82.80821,94.89125,107.35982,126.16124,84.487366,52.385933,57.521595,40.815723,149.96783,57.912174,6.3027973,44.002968,62.35561,47.808914,49.01248,37.9986,37.29167,59.24623,27.913208,41.146317,10.689223,10.40237,9.057251,8.862926,76.24509,79.117355,21.606874,4.5602345,0.0,0.0,0.0,0.0,3.3625352,32.30668,32.855587,42.652485,68.360504,60.363594,26.060875,3.0934303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.575039,17.914957
23.076378,24.572027,30.608631,59.91953,114.802414,100.47896,84.7088,62.833565,77.37062,84.718704,91.99328,96.04233,99.725876,114.410515,150.29877,132.2381,85.6565,59.93192,52.323597,23.883402,5.947652,11.072791,56.57818,39.345398,34.010002,48.174458,37.22096,49.60306,89.32205,0.0,15.336632,19.751091,10.131267,54.88299,8.589231,71.54805,109.32152,4.633891,0.0,0.0,0.0,0.10262319,89.46049,98.3899,21.144457,29.188406,33.085533,33.085533,29.304096,14.596772,13.191242,1.740644,0.0,0.0,0.0,0.0,0.0,0.0,0.12592328,16.594587
0.8774015,0.8774015,5.889425,55.84527,119.74397,79.26605,48.84369,59.0252,87.21511,87.27887,85.68023,85.02732,103.11589,114.42705,137.33112,158.72464,129.37476,134.32056,156.97202,54.801994,3.1730897,22.474874,58.332497,31.253742,55.82135,53.391724,49.259598,85.28709,69.06886,2.46226,58.60443,67.663734,14.51532,22.142075,8.337143,9.02511,32.34249,0.0,1.3288789,1.7555742,0.0,1.3164476,113.96849,113.437935,0.0,0.008377167,14.960532,15.665693,46.214382,24.172504,14.5913105,13.222944,3.9205885,0.0,0.0,0.0,0.0,0.0,0.0,78.329384
0.8774015,0.8774015,0.8774015,20.182362,76.95322,54.82321,16.95278,31.526773,75.3537,104.75624,87.147446,87.657875,114.99942,114.75695,118.65189,123.52162,77.80415,136.87346,244.31587,221.19945,98.66126,9.594434,30.630915,67.56716,79.37032,60.399967,61.497517,102.758,105.404884,99.30882,78.20406,26.774273,7.932187,34.41249,42.25438,74.33652,96.55977,11.376069,4.4176383,8.093567,24.892382,158.2,138.93803,155.19252,30.859612,0.008318349,37.63762,5.525807,180.95203,35.129185,13.43265,39.959827,37.939194,13.238937,0.014349688,0.0,0.0,0.0,9.036771,215.1766
0.8774015,0.8774015,0.8774015,0.8774015,33.285576,21.721914,34.85833,61.331554,84.86637,36.17448,70.64149,79.91292,115.013664,92.32094,87.79327,94.91965,64.213486,38.225044,169.29166,184.6508,78.89618,1.1186879,9.808964,32.543423,56.690376,66.16148,48.43678,118.40716,152.97261,98.27813,13.769804,11.585567,6.1975574,56.237926,132.89946,168.03543,88.83356,22.278885,3.5340388,11.925271,86.69852,203.5503,184.4403,279.47018,203.17084,214.0565,146.94264,63.981377,201.76836,2.1208298,18.419086,64.56347,77.18692,26.706131,14.644949,4.6560187,0.0,0.0,0.0,37.581573
0.8774015,0.8774015,0.8774015,0.8774015,5.9090357,25.12604,64.041,76.83855,55.006866,36.001144,18.798742,100.21004,159.25209,45.227413,69.203,94.085434,120.89509,50.738365,97.70528,150.80127,69.432655,48.012005,12.567027,10.55946,17.215086,33.886993,49.492073,124.54091,126.91891,10.21032,5.6774006,1.4171331,6.8259172,7.0241365,66.12088,165.1236,178.94286,58.7464,20.267626,7.170225,111.33406,219.54013,227.57468,237.40642,211.13881,198.27698,181.42358,152.49129,239.16347,163.75291,77.7762,64.595184,49.682938,13.038542,42.603733,52.204353,62.320267,0.0,0.0,0.0
