244.63742,430.01874,760.508,553.5395,574.0305,1014.2044,1154.892,194.91428,0.95477283,1.5542608,7.9666796,1034.1212,870.52893,636.1059,473.6693,228.25235,125.316635,181.518,192.15717,238.04562,144.33783,320.72382,86.21205,0.0,0.0,0.0,105.323494,424.6567,345.02496,70.76465,372.45395
206.3103,411.19415,407.5983,566.78375,546.2328,308.38248,416.88812,254.68799,0.0,17.617846,367.28058,259.62616,577.0954,297.49377,97.16477,51.92998,63.70625,43.060955,17.790243,1146.9967,54.913857,157.43587,166.46152,1067.0682,156.41711,0.008514734,406.4719,937.1402,749.8497,467.9646,661.4461
875.60645,715.29364,447.73688,749.7823,811.34796,971.73846,1968.8162,389.87683,0.0,369.56,575.89075,463.39993,735.77765,480.68213,239.9821,333.51483,436.9406,2.2317348,47.41379,203.29218,726.6282,311.6203,528.7844,245.84544,2.526817,0.12199928,249.49713,576.05273,908.8099,1131.663,598.057
1487.1295,1542.5575,1001.76764,977.1634,825.05096,444.51984,736.04065,0.0,9.750628,449.77695,649.7485,824.9142,723.658,986.7049,448.89508,731.61835,620.9066,283.7484,131.5086,336.5672,804.07184,613.32104,127.56043,0.0,0.0,0.0,735.87994,882.88824,904.842,564.6258,113.53198
619.1411,848.4857,858.7783,934.07874,1057.6863,170.13744,0.0,0.0,4.4144335,677.86383,819.516,785.64514,678.7375,1005.25385,682.5645,877.4048,936.47217,917.4011,744.90344,843.1709,797.05664,154.97903,0.0,0.0,0.0,0.0,544.9553,652.2834,593.37274,10.848344,0.0
485.56967,606.08514,302.91544,813.177,144.9865,299.84122,97.408554,2.0921016,2.3999357,248.76015,604.9509,658.9778,941.0587,389.79404,590.808,543.9562,759.27277,825.7792,562.25195,675.55676,160.94789,24.06455,0.0,0.0,0.0,0.0,344.60333,526.47314,76.3824,0.0,0.0
366.9129,632.8049,307.26385,302.65393,742.1345,573.96405,226.26746,12.735911,18.318375,90.34592,965.84204,1153.3115,901.3193,1028.3722,966.8976,612.34576,655.0168,884.71704,417.00046,183.01833,37.671177,84.88216,0.0,7.4478946,0.0,0.0,63.78234,185.91406,0.0,0.0,0.0
37.740566,37.966038,164.8323,436.01013,532.998,309.70752,71.70785,126.94526,531.1831,791.55096,951.69006,1111.5,906.2493,1007.5601,663.49695,579.3731,535.3219,821.46027,379.20663,356.5148,382.65112,60.78349,151.0483,354.53815,343.5156,226.09354,3.3845563,0.0,0.0,0.0,0.0
98.46278,421.95688,164.92244,202.16454,453.82806,163.54411,136.1792,223.59592,616.36914,461.70084,571.0825,1478.3761,802.33704,713.22015,704.2289,425.4255,688.9515,673.41315,466.55823,251.97997,509.35352,395.10724,438.09717,740.89075,1005.08484,407.53644,12.989751,0.0,0.0,0.0,0.0
212.14261,531.8459,329.65097,87.04758,124.279465,0.0,0.0,0.0,104.59631,488.59485,1042.3257,1301.9052,777.21564,338.45087,483.309,579.4877,934.6901,427.0335,410.79025,658.6205,467.1432,511.57022,781.8344,613.9873,598.24713,322.59604,0.010249374,0.0,0.0,0.0,19.257105
22.862621,33.287975,1.358634,2.8147776,0.6480943,0.0,0.0,0.0,0.0,143.60918,152.19681,587.7812,674.62225,411.9232,571.3257,569.89667,522.2075,214.8693,671.8202,609.73206,615.3678,628.6275,825.1196,665.07214,613.3308,203.15329,0.0,0.0,3.0158973,12.23586,20.300331
151.96637,160.0506,81.287186,3.9904435,3.5899634,7.97552,0.3397094,0.0,0.5973314,515.8105,267.8993,146.55939,300.76685,89.83657,148.45354,399.24307,311.40402,445.2357,682.97095,612.27936,369.89865,779.8266,644.84796,369.3392,164.26256,40.711597,0.0,0.0,0.0,0.40680802,6.518924
99.34423,59.409897,0.0047530215,2.2010996,5.236603,23.020596,15.984711,19.178127,192.2065,165.27504,280.59512,508.9041,387.7866,375.33325,409.1889,434.67166,348.6502,467.01562,567.247,607.60156,266.61456,718.82104,704.09515,371.104,112.19333,0.0,0.0,0.0,0.5561893,0.0,0.0
115.91228,31.670822,14.354362,0.0,3.163473,69.189735,87.08913,224.02115,272.8291,176.80383,490.4324,811.46735,1029.3376,746.494,665.2382,467.14984,452.043,505.5249,526.708,617.99817,590.7289,601.74005,492.76978,706.9609,733.26373,355.18066,5.9314127,0.0,25.619938,1.9486185,0.0
76.63197,53.076534,57.452644,0.0,0.0,98.19866,106.30423,116.863174,143.39034,282.45718,402.28915,1066.6772,594.365,399.41092,715.3223,572.6844,586.1883,555.5792,469.23645,384.36462,609.54333,430.97757,597.9495,644.5112,573.7094,506.86224,101.95008,0.0,67.54986,50.86635,1.8952262
101.5647,145.3877,116.45215,90.54596,134.51167,170.65503,172.5499,126.89659,179.88295,206.68651,209.13776,444.58887,381.57602,579.98065,363.80795,536.5723,617.428,562.26874,447.86398,413.0441,667.02893,565.6522,711.9952,741.48804,204.38339,67.98944,6.118608,0.042303205,443.56696,326.7225,52.511692
19.685532,39.695198,257.4199,295.5309,255.14975,248.55608,257.3423,381.23227,458.94727,398.30823,461.3465,265.28314,320.94333,449.32733,295.0732,545.71564,667.36255,651.2749,376.08804,425.7125,632.3039,743.9762,520.96796,434.60706,6.987373,0.0,0.0,0.017767722,237.25829,645.4292,254.74835
0.0,7.2944336,248.06033,299.92145,50.406147,156.953,269.65308,350.65195,388.2088,396.25058,500.9329,668.8827,553.07385,561.8031,406.11163,587.9443,739.75806,586.71375,572.65393,211.8951,436.1903,523.2475,379.9077,24.841602,0.0,0.102405675,90.44055,224.1338,0.8531668,373.5215,353.6906
0.0,0.0,5.824423,74.29872,0.0,2.6803377,16.320292,36.52855,136.67105,174.39604,270.57977,547.0555,279.62027,548.5736,432.68802,392.24402,485.0926,528.7645,632.9468,407.81976,560.25104,484.97723,209.55107,0.0,0.0,8.366306,26.01113,126.49748,4.1902876,327.83142,354.70316
0.0,0.0,8.106885,5.491552,0.0,0.0,0.36407107,10.328475,152.4996,89.08084,117.75687,363.4516,273.8985,387.48557,517.2441,268.11115,514.6155,586.2386,660.45886,390.98523,305.88452,435.12006,297.07465,52.62704,32.898884,132.6896,51.45163,11.94885,78.7877,327.45422,233.98302
