434.98636,473.64825,358.42746,279.95193,629.6982,283.72018,672.00256,614.83215,191.21281,20.582954,80.06308,948.4268,1045.4043,1306.5277,1233.8759,1053.6857,1163.1212,1062.0438,1236.4785,913.5823,105.96025,23.734854,0.0,0.0,0.0,66.73444,248.0875,13.127265,0.0,0.0,0.0
122.487885,31.06152,123.43616,255.36067,324.83218,407.62332,940.2413,449.59012,589.32983,635.29504,953.7437,665.66016,362.52176,1123.3553,1203.2645,1383.9324,1105.1267,1176.9794,1152.8022,1177.5878,406.5594,1794.5099,365.82465,459.16278,57.642,111.18643,36.299118,0.0,0.0,0.0,0.0
311.4418,185.67775,95.78213,471.0896,659.73145,839.3108,477.70023,1548.3777,1416.5502,738.1194,1401.8997,1203.834,887.3331,574.4655,1701.3981,988.0564,1088.4521,1279.6705,1183.9369,538.8417,1101.554,125.73773,1217.2184,629.6373,23.921278,48.921795,226.43784,215.4484,0.0,0.0,0.0
151.6806,372.69815,1225.3654,449.52597,1237.9473,1495.7898,261.2583,17.367048,280.6534,1210.7821,60.912903,838.7796,2451.6802,2125.127,208.26344,1049.8994,927.6183,467.50928,345.34286,211.79057,510.9731,1972.9344,1795.6489,740.1926,73.17414,0.10320139,180.53876,544.8527,9.121941,0.0,0.0
343.62985,515.91296,389.3591,539.53534,413.9147,190.91609,156.08936,303.0711,2.1714325,356.58426,857.01483,321.17474,1080.3336,2388.8286,951.81055,476.16827,467.91684,265.21802,116.80491,117.33944,142.75903,0.079519644,358.30655,470.06976,38.48851,743.0123,51.588173,227.49646,144.61473,1.7814267,0.0
511.39087,290.86005,221.1028,683.93036,231.79309,123.34471,84.050125,348.53162,1276.5345,1243.5774,1367.6376,986.0379,188.06401,912.7169,650.5162,850.67804,859.33905,913.6578,847.4794,1013.3981,419.16208,350.10974,615.3223,433.531,679.41016,106.30376,236.96361,1420.7037,605.59424,45.48223,0.0
447.77136,641.8201,605.7179,547.65393,407.76743,378.51773,157.98781,339.4453,818.9125,630.8147,212.1216,64.860146,898.6606,664.93896,1518.6862,1280.4708,978.1343,928.3794,706.9234,486.50864,381.33176,1085.7095,1854.9869,2100.452,483.87274,111.513855,766.5919,1741.2611,1800.1667,363.55347,0.0
273.9469,780.47974,841.0688,889.059,841.1271,495.50943,249.87724,391.02078,833.3114,1053.6085,326.24377,735.9995,1421.7568,687.25214,527.3541,42.21752,3.0622747,1.9377253,0.0,0.0,0.0,495.42218,1214.1885,554.8422,1241.683,71.40989,548.7534,1826.3038,1072.79,2.01206,0.0
524.00055,789.2222,978.77515,570.55786,1079.6654,541.89197,293.54028,478.38394,689.2919,1675.3245,1543.9072,1222.9216,167.73376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9081278,787.1715,1416.0596,134.79308,151.34915,95.05409,3.4237583,0.02547948,50.8937
957.7051,960.7871,890.1177,386.30975,776.41895,848.45135,211.0316,72.086075,117.67399,297.3372,200.56183,0.75113195,0.0,0.0,0.0,8.928402,13.082765,451.4198,195.36441,5.3568254,68.978096,2.9912539,0.0,216.06052,585.7773,180.69594,22.508406,3.6824331,11.99783,57.12083,397.50592
